"concept","wikidataid","space","property","insula","region"
"ribbon","Q6918773","r3-i2-p1-space-p","r3-i2-p1","r3-i2","r3"
"ribbon","Q6918773","r5-i1-p18-space-g","r5-i1-p18","r5-i1","r5"
"ribbon","Q6918773","r5-i1-p18-space-y","r5-i1-p18","r5-i1","r5"
"ribbon","Q6918773","r5-i2-p1-space-r","r5-i2-p1","r5-i2","r5"
"ribbon","Q6918773","r5-i2-pd-space-n","r5-i2-pd","r5-i2","r5"
"ribbon","Q6918773","r5-i2-ph-space-o","r5-i2-ph","r5-i2","r5"
"ribbon","Q6918773","r5-i2-pi-space-6","r5-i2-pi","r5-i2","r5"
"ribbon","Q6918773","r5-i2-pi-space-k","r5-i2-pi","r5-i2","r5"
"ribbon","Q6918773","r5-i2-pi-space-s","r5-i2-pi","r5-i2","r5"
"ribbon","Q6918773","r5-i3-p9-space-f","r5-i3-p9","r5-i3","r5"
"ribbon","Q6918773","r5-i4-pb-space-n","r5-i4-pb","r5-i4","r5"
"ribbon","Q6918773","r5-i4-pc-space-b","r5-i4-pc","r5-i4","r5"
"ribbon","Q6918773","r5-i4-pc-space-c","r5-i4-pc","r5-i4","r5"
"ribbon","Q6918773","r6-i10-p11-space-2","r6-i10-p11","r6-i10","r6"
"ribbon","Q6918773","r6-i10-p2-space-6","r6-i10-p2","r6-i10","r6"
"ribbon","Q6918773","r6-i14-p25-space-d","r6-i14-p25","r6-i14","r6"
"ribbon","Q6918773","r6-i14-p30-space-d","r6-i14-p30","r6-i14","r6"
"ribbon","Q6918773","r6-i14-p40-space-l","r6-i14-p40","r6-i14","r6"
"ribbon","Q6918773","r6-i14-p42-space-4","r6-i14-p42","r6-i14","r6"
"ribbon","Q6918773","r6-i14-p43-space-14","r6-i14-p43","r6-i14","r6"
"ribbon","Q6918773","r6-i15-p1-space-h","r6-i15-p1","r6-i15","r6"
"ribbon","Q6918773","r6-i15-p1-space-p","r6-i15-p1","r6-i15","r6"
"ribbon","Q6918773","r6-i15-p6-space-k","r6-i15-p6","r6-i15","r6"
"ribbon","Q6918773","r6-i15-p8-space-c","r6-i15-p8","r6-i15","r6"
"ribbon","Q6918773","r6-i15-p8-space-k","r6-i15-p8","r6-i15","r6"
"ribbon","Q6918773","r6-i15-p8-space-m","r6-i15-p8","r6-i15","r6"
"ribbon","Q6918773","r6-i16-p15-space-n","r6-i16-p15","r6-i16","r6"
"ribbon","Q6918773","r6-i16-p7-space-f","r6-i16-p7","r6-i16","r6"
"ribbon","Q6918773","r6-i17-p36-space-a","r6-i17-p36","r6-i17","r6"
"ribbon","Q6918773","r6-i2-p14-space-11","r6-i2-p14","r6-i2","r6"
"ribbon","Q6918773","r6-i2-p4-space-15","r6-i2-p4","r6-i2","r6"
"ribbon","Q6918773","r6-i2-p4-space-32","r6-i2-p4","r6-i2","r6"
"ribbon","Q6918773","r6-i5-p3-space-3","r6-i5-p3","r6-i5","r6"
"ribbon","Q6918773","r6-i8-p23-space-7","r6-i8-p23","r6-i8","r6"
"ribbon","Q6918773","r6-i9-p2-space-1","r6-i9-p2","r6-i9","r6"
"ribbon","Q6918773","r6-i9-p2-space-8","r6-i9-p2","r6-i9","r6"
"ribbon","Q6918773","r6-i9-p5-space-20","r6-i9-p5","r6-i9","r6"
"ribbon","Q6918773","r6-i9-p6-space-44","r6-i9-p6","r6-i9","r6"
"ribbon","Q6918773","r6-i9-p6-space-53","r6-i9-p6","r6-i9","r6"
"ribbon","Q6918773","r7-i1-p25-space-31","r7-i1-p25","r7-i1","r7"
"ribbon","Q6918773","r7-i1-p40-space-12","r7-i1-p40","r7-i1","r7"
"ribbon","Q6918773","r7-i1-p8-space-1","r7-i1-p8","r7-i1","r7"
"ribbon","Q6918773","r7-i15-p2-space-f","r7-i15-p2","r7-i15","r7"
"ribbon","Q6918773","r7-i15-p2-space-nprime","r7-i15-p2","r7-i15","r7"
"ribbon","Q6918773","r7-i15-p4-space-e","r7-i15-p4","r7-i15","r7"
"ribbon","Q6918773","r7-i16-p13-space-36","r7-i16-p13","r7-i16","r7"
"ribbon","Q6918773","r7-i16-p17-space-10","r7-i16-p17","r7-i16","r7"
"ribbon","Q6918773","r7-i16-p22-space-11","r7-i16-p22","r7-i16","r7"
"ribbon","Q6918773","r7-i16-p22-space-12","r7-i16-p22","r7-i16","r7"
"ribbon","Q6918773","r7-i16-p22-space-29","r7-i16-p22","r7-i16","r7"
"ribbon","Q6918773","r7-i2-p20-space-v","r7-i2-p20","r7-i2","r7"
"ribbon","Q6918773","r7-i2-p45-space-a","r7-i2-p45","r7-i2","r7"
"ribbon","Q6918773","r7-i2-p45-space-c","r7-i2-p45","r7-i2","r7"
"ribbon","Q6918773","r7-i2-p45-space-h","r7-i2-p45","r7-i2","r7"
"ribbon","Q6918773","r7-i3-p29-space-m","r7-i3-p29","r7-i3","r7"
"ribbon","Q6918773","r7-i4-p31-space-7","r7-i4-p31","r7-i4","r7"
"ribbon","Q6918773","r7-i4-p59-space-y","r7-i4-p59","r7-i4","r7"
"ribbon","Q6918773","r7-i4-p62-space-5","r7-i4-p62","r7-i4","r7"
"ribbon","Q6918773","r7-i9-p47-space-7","r7-i9-p47","r7-i9","r7"
"ribbon","Q6918773","r8-i2-p1-space-e","r8-i2-p1","r8-i2","r8"
"ribbon","Q6918773","r8-i2-p18-space-b","r8-i2-p18","r8-i2","r8"
"ribbon","Q6918773","r8-i7-p24-space-12","r8-i7-p24","r8-i7","r8"
"ribbon","Q6918773","r8-i7-p28-space-1","r8-i7-p28","r8-i7","r8"
"ribbon","Q6918773","r8-i7-p28-space-12","r8-i7-p28","r8-i7","r8"
"ribbon","Q6918773","r8-i7-p28-space-3c","r8-i7-p28","r8-i7","r8"
"ribbon","Q6918773","r9-i1-p20-space-n","r9-i1-p20","r9-i1","r9"
"ribbon","Q6918773","r9-i1-p22-space-tprime","r9-i1-p22","r9-i1","r9"
"ribbon","Q6918773","r9-i1-p7-space-d","r9-i1-p7","r9-i1","r9"
"ribbon","Q6918773","r9-i3-p20-space-i","r9-i3-p20","r9-i3","r9"
"ribbon","Q6918773","r9-i3-p7-space-1","r9-i3-p7","r9-i3","r9"
"ribbon","Q6918773","r9-i5-p11-space-g","r9-i5-p11","r9-i5","r9"
"ribbon","Q6918773","r9-i5-p11-space-k","r9-i5-p11","r9-i5","r9"
"ribbon","Q6918773","r9-i5-p18-space-f","r9-i5-p18","r9-i5","r9"
"ribbon","Q6918773","r9-i5-p6-space-fprime","r9-i5-p6","r9-i5","r9"
"ribbon","Q6918773","r9-i5-p6-space-i","r9-i5-p6","r9-i5","r9"
"ribbon","Q6918773","r9-i6-pg-space-c","r9-i6-pg","r9-i6","r9"
"ribbon","Q6918773","r9-i7-p16-space-a","r9-i7-p16","r9-i7","r9"
"ribbon","Q6918773","r9-i7-p20-space-vicolo-di-tesmo","r9-i7-p20","r9-i7","r9"
"ribbon","Q6918773","r9-i8-p3-space-40","r9-i8-p3","r9-i8","r9"
"ribbon","Q6918773","r9-i8-p3-space-49","r9-i8-p3","r9-i8","r9"
"ribbon","Q6918773","r9-i8-p3-space-7","r9-i8-p3","r9-i8","r9"
"ribbon","Q6918773","r9-i9-p4-space-g","r9-i9-p4","r9-i9","r9"
"ribbon","Q6918773","r9-i9-p4-space-h","r9-i9-p4","r9-i9","r9"
"ribbon","Q6918773","r9-i9-pc-space-i","r9-i9-pc","r9-i9","r9"
"ribbon","Q6918773","r9-i9-pc-space-k","r9-i9-pc","r9-i9","r9"
"ribbon","Q6918773","r9-i9-pd-space-c","r9-i9-pd","r9-i9","r9"
"ridges","","r6-i8-p23-space-19","r6-i8-p23","r6-i8","r6"
"rim","","r7-i3-p29-space-l","r7-i3-p29","r7-i3","r7"
"ring","","r5-i1-p18-space-d","r5-i1-p18","r5-i1","r5"
"ring","","r6-i15-p1-space-g","r6-i15-p1","r6-i15","r6"
"ring","","r9-i8-p3-space-b","r9-i8-p3","r9-i8","r9"
"ring","","r9-i9-pc-space-k","r9-i9-pc","r9-i9","r9"
"river","Q4022","r1-i6-p15-space-h","r1-i6-p15","r1-i6","r1"
"river_deity","","r6-i10-p11-space-22","r6-i10-p11","r6-i10","r6"
"robe","","r5-i1-p26-space-t","r5-i1-p26","r5-i1","r5"
"robe","","r6-i17-p41-space-18","r6-i17-p41","r6-i17","r6"
"robe","","r9-i9-p12-space-e","r9-i9-p12","r9-i9","r9"
"rock","","r1-i12-p3-space-5","r1-i12-p3","r1-i12","r1"
"rock","","r7-i3-p13-space-g","r7-i3-p13","r7-i3","r7"
"rock","","r9-i7-p12-space-5","r9-i7-p12","r9-i7","r9"
"rod","","r1-i10-p18-space-9","r1-i10-p18","r1-i10","r1"
"rod","","r1-i10-p7-space-9","r1-i10-p7","r1-i10","r1"
"rod","","r1-i13-p2-space-17","r1-i13-p2","r1-i13","r1"
"rod","","r1-i4-p5-space-35","r1-i4-p5","r1-i4","r1"
"rod","","r1-i6-p11-space-4","r1-i6-p11","r1-i6","r1"
"rod","","r1-i7-p1-space-18","r1-i7-p1","r1-i7","r1"
"rod","","r1-i7-p10-space-12","r1-i7-p10","r1-i7","r1"
"rod","","r1-i7-p18-space-c","r1-i7-p18","r1-i7","r1"
"rod","","r1-i8-p15-space-1","r1-i8-p15","r1-i8","r1"
"rod","","r1-i8-p8-space-10","r1-i8-p8","r1-i8","r1"
"rod","","r1-i9-p1-space-7","r1-i9-p1","r1-i9","r1"
"rod","","r3-i2-p1-space-p","r3-i2-p1","r3-i2","r3"
"rod","","r5-i1-p18-space-y","r5-i1-p18","r5-i1","r5"
"rod","","r5-i1-p26-space-b","r5-i1-p26","r5-i1","r5"
"rod","","r5-i2-ph-space-c","r5-i2-ph","r5-i2","r5"
"rod","","r5-i2-pi-space-4","r5-i2-pi","r5-i2","r5"
"rod","","r6-i14-p28-space-c","r6-i14-p28","r6-i14","r6"
"rod","","r6-i14-p30-space-d","r6-i14-p30","r6-i14","r6"
"rod","","r6-i7-p20-space-8","r6-i7-p20","r6-i7","r6"
"rod","","r6-i8-p23-space-10","r6-i8-p23","r6-i8","r6"
"rod","","r7-i12-p26-space-h","r7-i12-p26","r7-i12","r7"
"rod","","r7-i15-p2-space-h","r7-i15-p2","r7-i15","r7"
"rod","","r7-i16-p17-space-7","r7-i16-p17","r7-i16","r7"
"rod","","r7-i2-p16-space-o","r7-i2-p16","r7-i2","r7"
"rod","","r7-i2-p6-space-h","r7-i2-p6","r7-i2","r7"
"rod","","r7-i3-p29-space-l","r7-i3-p29","r7-i3","r7"
"rod","","r7-i3-p30-space-i","r7-i3-p30","r7-i3","r7"
"rod","","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"rod","","r7-i4-p48-space-4","r7-i4-p48","r7-i4","r7"
"rod","","r7-i4-p56-space-11","r7-i4-p56","r7-i4","r7"
"rod","","r9-i1-p20-space-s","r9-i1-p20","r9-i1","r9"
"rod","","r9-i8-p3-space-7","r9-i8-p3","r9-i8","r9"
"roller","","r3-i2-p1-space-p","r3-i2-p1","r3-i2","r3"
"rooster","Q2216236","r6-i14-p12-space-c","r6-i14-p12","r6-i14","r6"
"rooster","Q2216236","r6-i16-p7-space-a","r6-i16-p7","r6-i16","r6"
"rooster","Q2216236","r7-i15-p8-space-e","r7-i15-p8","r7-i15","r7"
"rooster","Q2216236","r9-i8-p3-space-7","r9-i8-p3","r9-i8","r9"
"rope","Q31029","r1-i10-p4-space-4","r1-i10-p4","r1-i10","r1"
"rope","Q31029","r1-i22-p3-space-1","r1-i22-p3","r1-i22","r1"
"rope","Q31029","r1-i6-p11-space-b","r1-i6-p11","r1-i6","r1"
"rope","Q31029","r1-i6-p15-space-a","r1-i6-p15","r1-i6","r1"
"rope","Q31029","r1-i6-p15-space-e","r1-i6-p15","r1-i6","r1"
"rope","Q31029","r1-i8-p17-space-9","r1-i8-p17","r1-i8","r1"
"rope","Q31029","r5-i1-p18-space-g","r5-i1-p18","r5-i1","r5"
"rope","Q31029","r5-i1-p26-space-b","r5-i1-p26","r5-i1","r5"
"rope","Q31029","r6-i11-p10-space-46","r6-i11-p10","r6-i11","r6"
"rope","Q31029","r6-i14-p12-space-c","r6-i14-p12","r6-i14","r6"
"rope","Q31029","r6-i14-p25-space-e","r6-i14-p25","r6-i14","r6"
"rope","Q31029","r6-i14-p40-space-d","r6-i14-p40","r6-i14","r6"
"rope","Q31029","r6-i14-p40-space-l","r6-i14-p40","r6-i14","r6"
"rope","Q31029","r6-i7-p18-space-11","r6-i7-p18","r6-i7","r6"
"rope","Q31029","r7-i11-p10-space-c","r7-i11-p10","r7-i11","r7"
"rope","Q31029","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"rose","Q34687","r1-i12-p9-space-3","r1-i12-p9","r1-i12","r1"
"rose","Q34687","r1-i13-p12-space-3","r1-i13-p12","r1-i13","r1"
"rose","Q34687","r7-i2-p20-space-v","r7-i2-p20","r7-i2","r7"
"rose","Q34687","r7-i3-p8-space-b","r7-i3-p8","r7-i3","r7"
"rose","Q34687","r9-i9-pg-space-f","r9-i9-pg","r9-i9","r9"
"rosetta","","r1-i7-p1-space-18","r1-i7-p1","r1-i7","r1"
"rosetta","","r7-i1-p40-space-11","r7-i1-p40","r7-i1","r7"
"rosetta","","r7-i2-p6-space-f","r7-i2-p6","r7-i2","r7"
"rosetta","","r7-i2-p7-space-1","r7-i2-p7","r7-i2","r7"
"rosette","Q753457","r1-i11-p5-space-3","r1-i11-p5","r1-i11","r1"
"rosette","Q753457","r1-i12-p3-space-4","r1-i12-p3","r1-i12","r1"
"rosette","Q753457","r1-i12-p8-space-9","r1-i12-p8","r1-i12","r1"
"rosette","Q753457","r1-i15-p3-space-6","r1-i15-p3","r1-i15","r1"
"rosette","Q753457","r1-i2-p17-space-g","r1-i2-p17","r1-i2","r1"
"rosette","Q753457","r1-i3-p29-space-d","r1-i3-p29","r1-i3","r1"
"rosette","Q753457","r1-i6-p11-space-1","r1-i6-p11","r1-i6","r1"
"rosette","Q753457","r1-i6-p7-space-a","r1-i6-p7","r1-i6","r1"
"rosette","Q753457","r1-i7-p1-space-18","r1-i7-p1","r1-i7","r1"
"rosette","Q753457","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"rosette","Q753457","r1-i8-p14-space-9","r1-i8-p14","r1-i8","r1"
"rosette","Q753457","r1-i8-p17-space-12","r1-i8-p17","r1-i8","r1"
"rosette","Q753457","r3-i4-p2-space-4","r3-i4-p2","r3-i4","r3"
"rosette","Q753457","r3-i4-p2-space-6","r3-i4-p2","r3-i4","r3"
"rosette","Q753457","r3-i4-p2-space-via-dell-abbondanza","r3-i4-p2","r3-i4","r3"
"rosette","Q753457","r5-i1-p18-space-p","r5-i1-p18","r5-i1","r5"
"rosette","Q753457","r5-i1-p26-space-i","r5-i1-p26","r5-i1","r5"
"rosette","Q753457","r5-i1-p26-space-p","r5-i1-p26","r5-i1","r5"
"rosette","Q753457","r5-i3-p8-space-11","r5-i3-p8","r5-i3","r5"
"rosette","Q753457","r5-i4-pa-space-4","r5-i4-pa","r5-i4","r5"
"rosette","Q753457","r6-i10-p11-space-1","r6-i10-p11","r6-i10","r6"
"rosette","Q753457","r6-i10-p6-space-8","r6-i10-p6","r6-i10","r6"
"rosette","Q753457","r6-i12-p2-space-31","r6-i12-p2","r6-i12","r6"
"rosette","Q753457","r6-i14-p30-space-d","r6-i14-p30","r6-i14","r6"
"rosette","Q753457","r6-i14-p40-space-l","r6-i14-p40","r6-i14","r6"
"rosette","Q753457","r6-i3-p7-space-14","r6-i3-p7","r6-i3","r6"
"rosette","Q753457","r6-i7-p19-space-8","r6-i7-p19","r6-i7","r6"
"rosette","Q753457","r6-i8-p23-space-9","r6-i8-p23","r6-i8","r6"
"rosette","Q753457","r7-i10-p3-space-c","r7-i10-p3","r7-i10","r7"
"rosette","Q753457","r7-i11-p11-space-y","r7-i11-p11","r7-i11","r7"
"rosette","Q753457","r7-i12-p18-space-a","r7-i12-p18","r7-i12","r7"
"rosette","Q753457","r7-i16-p13-space-31","r7-i16-p13","r7-i16","r7"
"rosette","Q753457","r7-i16-p13-space-39","r7-i16-p13","r7-i16","r7"
"rosette","Q753457","r7-i16-p22-space-17","r7-i16-p22","r7-i16","r7"
"rosette","Q753457","r7-i16-p22-space-27","r7-i16-p22","r7-i16","r7"
"rosette","Q753457","r7-i2-p45-space-h","r7-i2-p45","r7-i2","r7"
"rosette","Q753457","r7-i3-p29-space-m","r7-i3-p29","r7-i3","r7"
"rosette","Q753457","r7-i3-p8-space-k","r7-i3-p8","r7-i3","r7"
"rosette","Q753457","r7-i4-p31-space-7","r7-i4-p31","r7-i4","r7"
"rosette","Q753457","r7-i4-p48-space-4","r7-i4-p48","r7-i4","r7"
"rosette","Q753457","r7-i4-p56-space-8","r7-i4-p56","r7-i4","r7"
"rosette","Q753457","r7-i4-p62-space-4","r7-i4-p62","r7-i4","r7"
"rosette","Q753457","r7-i4-p62-space-5","r7-i4-p62","r7-i4","r7"
"rosette","Q753457","r7-i5-p2-space-duppercase","r7-i5-p2","r7-i5","r7"
"rosette","Q753457","r7-i7-p10-space-p","r7-i7-p10","r7-i7","r7"
"rosette","Q753457","r9-i1-p22-space-g","r9-i1-p22","r9-i1","r9"
"rosette","Q753457","r9-i1-p22-space-m","r9-i1-p22","r9-i1","r9"
"rosette","Q753457","r9-i3-p5-space-4","r9-i3-p5","r9-i3","r9"
"rosette","Q753457","r9-i3-p5-space-5","r9-i3-p5","r9-i3","r9"
"rosette","Q753457","r9-i5-p18-space-f","r9-i5-p18","r9-i5","r9"
"rosette","Q753457","r9-i7-p16-space-a","r9-i7-p16","r9-i7","r9"
"rosette","Q753457","r9-i8-p3-space-43","r9-i8-p3","r9-i8","r9"
"rosette","Q753457","r9-i8-p3-space-44","r9-i8-p3","r9-i8","r9"
"rosette","Q753457","r9-i9-p12-space-g","r9-i9-p12","r9-i9","r9"
"rosette","Q753457","r9-i9-pc-space-e","r9-i9-pc","r9-i9","r9"
"rostrum","Q426372","r5-i3-p6-space-d","r5-i3-p6","r5-i3","r5"
"roundel","Q115488","r1-i12-p9-space-3","r1-i12-p9","r1-i12","r1"
"rudder","Q209760","r1-i13-p9-space-via-di-nocera","r1-i13-p9","r1-i13","r1"
"rudder","Q209760","r5-i4-p3-space-bprime","r5-i4-p3","r5-i4","r5"
"rudder","Q209760","r5-i4-p9-space-b","r5-i4-p9","r5-i4","r5"
"rudder","Q209760","r6-i2-p4-space-34","r6-i2-p4","r6-i2","r6"
"sacred_object","","r6-i3-p7-space-14","r6-i3-p7","r6-i3","r6"
"sandal","","r1-i4-p5-space-37","r1-i4-p5","r1-i4","r1"
"sandal","","r1-i6-p11-space-b","r1-i6-p11","r1-i6","r1"
"sandal","","r1-i6-p15-space-e","r1-i6-p15","r1-i6","r1"
"sandal","","r1-i7-p10-space-12","r1-i7-p10","r1-i7","r1"
"sandal","","r1-i7-p19-space-c","r1-i7-p19","r1-i7","r1"
"sandal","","r5-i1-p18-space-y","r5-i1-p18","r5-i1","r5"
"sandal","","r5-i2-ph-space-o","r5-i2-ph","r5-i2","r5"
"sandal","","r5-i4-p6-space-a","r5-i4-p6","r5-i4","r5"
"sandal","","r6-i10-p11-space-2","r6-i10-p11","r6-i10","r6"
"sandal","","r6-i14-p20-space-o","r6-i14-p20","r6-i14","r6"
"sandal","","r6-i15-p6-space-l","r6-i15-p6","r6-i15","r6"
"sandal","","r6-i7-p23-space-25","r6-i7-p23","r6-i7","r6"
"sandal","","r6-i9-p2-space-2","r6-i9-p2","r6-i9","r6"
"sandal","","r7-i4-p35-space-1","r7-i4-p35","r7-i4","r7"
"sandal","","r7-i4-p48-space-6","r7-i4-p48","r7-i4","r7"
"sandal","","r9-i1-p20-space-s","r9-i1-p20","r9-i1","r9"
"sandal","","r9-i5-p2-space-c","r9-i5-p2","r9-i5","r9"
"sandal","","r9-i5-p6-space-i","r9-i5-p6","r9-i5","r9"
"sangarios","","r3-i4-p4-space-a","r3-i4-p4","r3-i4","r3"
"sangaritide","","r3-i4-p4-space-a","r3-i4-p4","r3-i4","r3"
"sappho","","r5-i2-p4-space-u","r5-i2-p4","r5-i2","r5"
"sappho","","r6-i9-p2-space-13","r6-i9-p2","r6-i9","r6"
"sarcophagus","Q48634","r8-i7-p28-space-6","r8-i7-p28","r8-i7","r8"
"sarnus","","r5-i2-pc-space-b","r5-i2-pc","r5-i2","r5"
"sarnus","","r9-i3-p20-space-i","r9-i3-p20","r9-i3","r9"
"saturn","","r6-i9-p6-space-37","r6-i9-p6","r6-i9","r6"
"satyr","Q163709","r1-i10-p4-space-11","r1-i10-p4","r1-i10","r1"
"satyr","Q163709","r1-i10-p4-space-18","r1-i10-p4","r1-i10","r1"
"satyr","Q163709","r1-i10-p8-space-6","r1-i10-p8","r1-i10","r1"
"satyr","Q163709","r1-i4-p5-space-13","r1-i4-p5","r1-i4","r1"
"satyr","Q163709","r1-i4-p5-space-35","r1-i4-p5","r1-i4","r1"
"satyr","Q163709","r1-i4-p5-space-50","r1-i4-p5","r1-i4","r1"
"satyr","Q163709","r1-i6-p15-space-f","r1-i6-p15","r1-i6","r1"
"satyr","Q163709","r1-i6-p4-space-q","r1-i6-p4","r1-i6","r1"
"satyr","Q163709","r1-i9-p5-space-8","r1-i9-p5","r1-i9","r1"
"satyr","Q163709","r5-i1-p18-space-l","r5-i1-p18","r5-i1","r5"
"satyr","Q163709","r5-i1-p26-space-i","r5-i1-p26","r5-i1","r5"
"satyr","Q163709","r5-i4-p6-space-2","r5-i4-p6","r5-i4","r5"
"satyr","Q163709","r6-i10-p11-space-22","r6-i10-p11","r6-i10","r6"
"satyr","Q163709","r6-i13-p6-space-7","r6-i13-p6","r6-i13","r6"
"satyr","Q163709","r6-i14-p22-space-p","r6-i14-p22","r6-i14","r6"
"satyr","Q163709","r6-i14-p43-space-11","r6-i14-p43","r6-i14","r6"
"satyr","Q163709","r6-i15-p1-space-p","r6-i15-p1","r6-i15","r6"
"satyr","Q163709","r6-i2-p16-space-18","r6-i2-p16","r6-i2","r6"
"satyr","Q163709","r6-i7-p18-space-10","r6-i7-p18","r6-i7","r6"
"satyr","Q163709","r6-i7-p18-space-14","r6-i7-p18","r6-i7","r6"
"satyr","Q163709","r6-i7-p23-space-24","r6-i7-p23","r6-i7","r6"
"satyr","Q163709","r6-i8-p23-space-2","r6-i8-p23","r6-i8","r6"
"satyr","Q163709","r6-i8-p23-space-7","r6-i8-p23","r6-i8","r6"
"satyr","Q163709","r6-i9-p2-space-16","r6-i9-p2","r6-i9","r6"
"satyr","Q163709","r6-i9-p2-space-24","r6-i9-p2","r6-i9","r6"
"satyr","Q163709","r6-i9-p2-space-26","r6-i9-p2","r6-i9","r6"
"satyr","Q163709","r6-i9-p2-space-27","r6-i9-p2","r6-i9","r6"
"satyr","Q163709","r6-i9-p2-space-29","r6-i9-p2","r6-i9","r6"
"satyr","Q163709","r6-i9-p6-space-37","r6-i9-p6","r6-i9","r6"
"satyr","Q163709","r6-i9-p6-space-42","r6-i9-p6","r6-i9","r6"
"satyr","Q163709","r6-i9-p6-space-53","r6-i9-p6","r6-i9","r6"
"satyr","Q163709","r7-i1-p25-space-33","r7-i1-p25","r7-i1","r7"
"satyr","Q163709","r7-i10-p3-space-o","r7-i10-p3","r7-i10","r7"
"satyr","Q163709","r7-i12-p26-space-h","r7-i12-p26","r7-i12","r7"
"satyr","Q163709","r7-i2-p14-space-e","r7-i2-p14","r7-i2","r7"
"satyr","Q163709","r7-i2-p16-space-o","r7-i2-p16","r7-i2","r7"
"satyr","Q163709","r7-i2-p35-space-f","r7-i2-p35","r7-i2","r7"
"satyr","Q163709","r7-i2-p45-space-a","r7-i2-p45","r7-i2","r7"
"satyr","Q163709","r7-i2-p45-space-i","r7-i2-p45","r7-i2","r7"
"satyr","Q163709","r7-i4-p57-space-a","r7-i4-p57","r7-i4","r7"
"satyr","Q163709","r7-i4-p62-space-7","r7-i4-p62","r7-i4","r7"
"satyr","Q163709","r8-i2-p1-space-n","r8-i2-p1","r8-i2","r8"
"satyr","Q163709","r9-i1-p22-space-bprime","r9-i1-p22","r9-i1","r9"
"satyr","Q163709","r9-i2-p7-space-h","r9-i2-p7","r9-i2","r9"
"satyr","Q163709","r9-i3-p5-space-16","r9-i3-p5","r9-i3","r9"
"satyr","Q163709","r9-i3-p5-space-18","r9-i3-p5","r9-i3","r9"
"satyr","Q163709","r9-i3-p5-space-5","r9-i3-p5","r9-i3","r9"
"satyr","Q163709","r9-i5-p11-space-e","r9-i5-p11","r9-i5","r9"
"satyr","Q163709","r9-i5-p11-space-f","r9-i5-p11","r9-i5","r9"
"satyr","Q163709","r9-i5-p11-space-i","r9-i5-p11","r9-i5","r9"
"satyr","Q163709","r9-i5-p14-space-l","r9-i5-p14","r9-i5","r9"
"satyr","Q163709","r9-i5-p18-space-f","r9-i5-p18","r9-i5","r9"
"sausage","","r5-i4-p3-space-p","r5-i4-p3","r5-i4","r5"
"sausage","","r6-i8-p23-space-26","r6-i8-p23","r6-i8","r6"
"sausage","","r9-i9-pc-space-k","r9-i9-pc","r9-i9","r9"
"scales","Q5454574","r5-i1-p18-space-v","r5-i1-p18","r5-i1","r5"
"scales","Q5454574","r5-i2-pi-space-x","r5-i2-pi","r5-i2","r5"
"scales","Q5454574","r6-i15-p1-space-t","r6-i15-p1","r6-i15","r6"
"scales","Q5454574","r7-i16-p17-space-2","r7-i16-p17","r7-i16","r7"
"scales","Q5454574","r8-i2-p23-space-b","r8-i2-p23","r8-i2","r8"
"scales","Q5454574","r9-i3-p5-space-8","r9-i3-p5","r9-i3","r9"
"scales","Q5454574","r9-i5-p6-space-o","r9-i5-p6","r9-i5","r9"
"scales","Q5454574","r9-i8-p3-space-2","r9-i8-p3","r9-i8","r9"
"scales","Q5454574","r9-i8-p3-space-26","r9-i8-p3","r9-i8","r9"
"scales","Q5454574","r9-i8-p3-space-33","r9-i8-p3","r9-i8","r9"
"scepter","","r1-i10-p4-space-24","r1-i10-p4","r1-i10","r1"
"scepter","","r1-i3-p3-space-h","r1-i3-p3","r1-i3","r1"
"scepter","","r1-i4-p5-space-20","r1-i4-p5","r1-i4","r1"
"scepter","","r1-i4-p5-space-21","r1-i4-p5","r1-i4","r1"
"scepter","","r1-i4-p5-space-23","r1-i4-p5","r1-i4","r1"
"scepter","","r1-i7-p19-space-c","r1-i7-p19","r1-i7","r1"
"scepter","","r1-i9-p1-space-1","r1-i9-p1","r1-i9","r1"
"scepter","","r1-i9-p5-space-8","r1-i9-p5","r1-i9","r1"
"scepter","","r5-i2-p1-space-p","r5-i2-p1","r5-i2","r5"
"scepter","","r5-i2-p4-space-b","r5-i2-p4","r5-i2","r5"
"scepter","","r5-i2-p7-space-e","r5-i2-p7","r5-i2","r5"
"scepter","","r5-i2-pd-space-m","r5-i2-pd","r5-i2","r5"
"scepter","","r5-i2-pi-space-q","r5-i2-pi","r5-i2","r5"
"scepter","","r5-i4-p3-space-bprime","r5-i4-p3","r5-i4","r5"
"scepter","","r6-i10-p11-space-2","r6-i10-p11","r6-i10","r6"
"scepter","","r6-i14-p20-space-l","r6-i14-p20","r6-i14","r6"
"scepter","","r6-i15-p1-space-e","r6-i15-p1","r6-i15","r6"
"scepter","","r6-i16-p26-space-b","r6-i16-p26","r6-i16","r6"
"scepter","","r6-i2-p4-space-14","r6-i2-p4","r6-i2","r6"
"scepter","","r6-i7-p18-space-14","r6-i7-p18","r6-i7","r6"
"scepter","","r6-i7-p23-space-8","r6-i7-p23","r6-i7","r6"
"scepter","","r6-i8-p23-space-7","r6-i8-p23","r6-i8","r6"
"scepter","","r7-i11-p11-space-y","r7-i11-p11","r7-i11","r7"
