"concept","wikidataid","space","property","insula","region"
"border","","r6-i16-p13-space-a","r6-i16-p13","r6-i16","r6"
"border","","r6-i16-p13-space-b","r6-i16-p13","r6-i16","r6"
"border","","r6-i16-p15-space-1","r6-i16-p15","r6-i16","r6"
"border","","r6-i16-p15-space-n","r6-i16-p15","r6-i16","r6"
"border","","r6-i16-p26-space-k","r6-i16-p26","r6-i16","r6"
"border","","r6-i16-p26-space-p","r6-i16-p26","r6-i16","r6"
"border","","r6-i16-p28-space-c","r6-i16-p28","r6-i16","r6"
"border","","r6-i16-p28-space-f","r6-i16-p28","r6-i16","r6"
"border","","r6-i16-p29-space-b","r6-i16-p29","r6-i16","r6"
"border","","r6-i16-p29-space-g","r6-i16-p29","r6-i16","r6"
"border","","r6-i16-p32-space-b","r6-i16-p32","r6-i16","r6"
"border","","r6-i16-p32-space-e","r6-i16-p32","r6-i16","r6"
"border","","r6-i16-p7-space-b","r6-i16-p7","r6-i16","r6"
"border","","r6-i16-p7-space-e","r6-i16-p7","r6-i16","r6"
"border","","r6-i16-p7-space-t","r6-i16-p7","r6-i16","r6"
"border","","r6-i17-p10-space-2","r6-i17-p10","r6-i17","r6"
"border","","r6-i17-p10-space-5","r6-i17-p10","r6-i17","r6"
"border","","r6-i17-p41-space-5","r6-i17-p41","r6-i17","r6"
"border","","r6-i17-p42-space-4","r6-i17-p42","r6-i17","r6"
"border","","r6-i2-p14-space-9","r6-i2-p14","r6-i2","r6"
"border","","r6-i2-p22-space-10","r6-i2-p22","r6-i2","r6"
"border","","r6-i2-p22-space-14","r6-i2-p22","r6-i2","r6"
"border","","r6-i2-p22-space-2","r6-i2-p22","r6-i2","r6"
"border","","r6-i3-p7-space-11","r6-i3-p7","r6-i3","r6"
"border","","r6-i3-p7-space-14","r6-i3-p7","r6-i3","r6"
"border","","r6-i5-p5-space-10","r6-i5-p5","r6-i5","r6"
"border","","r6-i7-p23-space-25","r6-i7-p23","r6-i7","r6"
"border","","r7-i1-p40-space-12","r7-i1-p40","r7-i1","r7"
"border","","r7-i15-p11-space-e","r7-i15-p11","r7-i15","r7"
"border","","r7-i15-p12-space-e","r7-i15-p12","r7-i15","r7"
"border","","r7-i15-p12-space-f","r7-i15-p12","r7-i15","r7"
"border","","r7-i15-p2-space-b","r7-i15-p2","r7-i15","r7"
"border","","r7-i15-p2-space-l","r7-i15-p2","r7-i15","r7"
"border","","r7-i15-p3-space-c","r7-i15-p3","r7-i15","r7"
"border","","r7-i15-p3-space-l","r7-i15-p3","r7-i15","r7"
"border","","r7-i15-p5-space-b","r7-i15-p5","r7-i15","r7"
"border","","r7-i15-p7-space-d","r7-i15-p7","r7-i15","r7"
"border","","r7-i15-p8-space-d","r7-i15-p8","r7-i15","r7"
"border","","r7-i15-p8-space-i","r7-i15-p8","r7-i15","r7"
"border","","r7-i15-p9-space-f","r7-i15-p9","r7-i15","r7"
"border","","r7-i15-p9-space-g","r7-i15-p9","r7-i15","r7"
"border","","r7-i2-p14-space-m","r7-i2-p14","r7-i2","r7"
"border","","r7-i2-p51-space-m","r7-i2-p51","r7-i2","r7"
"border","","r7-i3-p29-space-a","r7-i3-p29","r7-i3","r7"
"border","","r7-i3-p29-space-m","r7-i3-p29","r7-i3","r7"
"border","","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"border","","r7-i4-p48-space-14","r7-i4-p48","r7-i4","r7"
"border","","r7-i4-p56-space-9","r7-i4-p56","r7-i4","r7"
"border","","r7-i4-p57-space-h","r7-i4-p57","r7-i4","r7"
"border","","r7-i4-p57-space-r","r7-i4-p57","r7-i4","r7"
"border","","r7-i4-p59-space-m","r7-i4-p59","r7-i4","r7"
"border","","r7-i4-p59-space-z","r7-i4-p59","r7-i4","r7"
"border","","r9-i1-p12-space-d","r9-i1-p12","r9-i1","r9"
"border","","r9-i1-p20-space-f","r9-i1-p20","r9-i1","r9"
"border","","r9-i14-p4-space-15","r9-i14-p4","r9-i14","r9"
"border","","r9-i14-pc-space-4","r9-i14-pc","r9-i14","r9"
"border","","r9-i2-p21-space-k","r9-i2-p21","r9-i2","r9"
"border","","r9-i2-p5-space-f","r9-i2-p5","r9-i2","r9"
"border","","r9-i3-p15-space-p","r9-i3-p15","r9-i3","r9"
"border","","r9-i3-p5-space-1","r9-i3-p5","r9-i3","r9"
"border","","r9-i3-p5-space-4","r9-i3-p5","r9-i3","r9"
"border","","r9-i3-p5-space-5","r9-i3-p5","r9-i3","r9"
"border","","r9-i3-p5-space-6","r9-i3-p5","r9-i3","r9"
"border","","r9-i5-p14-space-f","r9-i5-p14","r9-i5","r9"
"border","","r9-i5-p16-space-fprime","r9-i5-p16","r9-i5","r9"
"border","","r9-i5-p18-space-g","r9-i5-p18","r9-i5","r9"
"border","","r9-i5-p6-space-f","r9-i5-p6","r9-i5","r9"
"border","","r9-i5-p6-space-fprime","r9-i5-p6","r9-i5","r9"
"border","","r9-i5-p6-space-k","r9-i5-p6","r9-i5","r9"
"border","","r9-i6-pe-space-b","r9-i6-pe","r9-i6","r9"
"border","","r9-i7-p19-space-a","r9-i7-p19","r9-i7","r9"
"border","","r9-i9-p12-space-g","r9-i9-p12","r9-i9","r9"
"border__frame","","r1-i10-p1-space-3","r1-i10-p1","r1-i10","r1"
"border__frame","","r1-i10-p11-space-12","r1-i10-p11","r1-i10","r1"
"border__frame","","r1-i10-p11-space-4","r1-i10-p11","r1-i10","r1"
"border__frame","","r1-i10-p11-space-7","r1-i10-p11","r1-i10","r1"
"border__frame","","r1-i10-p11-space-8","r1-i10-p11","r1-i10","r1"
"border__frame","","r1-i10-p11-space-9","r1-i10-p11","r1-i10","r1"
"border__frame","","r1-i10-p4-space-12","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p4-space-15","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p4-space-16","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p4-space-18","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p4-space-19","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p4-space-4","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p4-space-8","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p4-space-9","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p4-space-b","r1-i10-p4","r1-i10","r1"
"border__frame","","r1-i10-p7-space-2","r1-i10-p7","r1-i10","r1"
"border__frame","","r1-i10-p7-space-4","r1-i10-p7","r1-i10","r1"
"border__frame","","r1-i10-p7-space-9","r1-i10-p7","r1-i10","r1"
"border__frame","","r1-i10-p8-space-11","r1-i10-p8","r1-i10","r1"
"border__frame","","r1-i10-p8-space-6","r1-i10-p8","r1-i10","r1"
"border__frame","","r1-i11-p12-space-h","r1-i11-p12","r1-i11","r1"
"border__frame","","r1-i11-p13-space-7","r1-i11-p13","r1-i11","r1"
"border__frame","","r1-i11-p14-space-l","r1-i11-p14","r1-i11","r1"
"border__frame","","r1-i11-p15-space-9","r1-i11-p15","r1-i11","r1"
"border__frame","","r1-i11-p6-space-1","r1-i11-p6","r1-i11","r1"
"border__frame","","r1-i11-p6-space-10","r1-i11-p6","r1-i11","r1"
"border__frame","","r1-i11-p6-space-4","r1-i11-p6","r1-i11","r1"
"border__frame","","r1-i12-p1-space-6","r1-i12-p1","r1-i12","r1"
"border__frame","","r1-i12-p11-space-4","r1-i12-p11","r1-i12","r1"
"border__frame","","r1-i12-p16-space-2","r1-i12-p16","r1-i12","r1"
"border__frame","","r1-i12-p3-space-6","r1-i12-p3","r1-i12","r1"
"border__frame","","r1-i12-p9-space-3","r1-i12-p9","r1-i12","r1"
"border__frame","","r1-i13-p1-space-4","r1-i13-p1","r1-i13","r1"
"border__frame","","r1-i13-p16-space-4","r1-i13-p16","r1-i13","r1"
"border__frame","","r1-i13-p2-space-15","r1-i13-p2","r1-i13","r1"
"border__frame","","r1-i13-p4-space-4","r1-i13-p4","r1-i13","r1"
"border__frame","","r1-i14-p4-space-2","r1-i14-p4","r1-i14","r1"
"border__frame","","r1-i14-p4-space-7","r1-i14-p4","r1-i14","r1"
"border__frame","","r1-i14-p5-space-2","r1-i14-p5","r1-i14","r1"
"border__frame","","r1-i14-p8-space-1","r1-i14-p8","r1-i14","r1"
"border__frame","","r1-i16-p3-space-2","r1-i16-p3","r1-i16","r1"
"border__frame","","r1-i16-p3-space-6","r1-i16-p3","r1-i16","r1"
"border__frame","","r1-i16-p4-space-2","r1-i16-p4","r1-i16","r1"
"border__frame","","r1-i16-p4-space-3","r1-i16-p4","r1-i16","r1"
"border__frame","","r1-i16-p4-space-4","r1-i16-p4","r1-i16","r1"
"border__frame","","r1-i16-p5-space-via-di-castricio","r1-i16-p5","r1-i16","r1"
"border__frame","","r1-i17-p4-space-7","r1-i17-p4","r1-i17","r1"
"border__frame","","r1-i17-p4-space-8","r1-i17-p4","r1-i17","r1"
"border__frame","","r1-i2-p28-space-e","r1-i2-p28","r1-i2","r1"
"border__frame","","r1-i2-p6-space-f","r1-i2-p6","r1-i2","r1"
"border__frame","","r1-i21-p2-space-5","r1-i21-p2","r1-i21","r1"
"border__frame","","r1-i21-p5-space-6","r1-i21-p5","r1-i21","r1"
"border__frame","","r1-i22-p3-space-1","r1-i22-p3","r1-i22","r1"
"border__frame","","r1-i3-p3-space-d","r1-i3-p3","r1-i3","r1"
"border__frame","","r1-i4-p5-space-23","r1-i4-p5","r1-i4","r1"
"border__frame","","r1-i6-p11-space-1","r1-i6-p11","r1-i6","r1"
"border__frame","","r1-i6-p11-space-b","r1-i6-p11","r1-i6","r1"
"border__frame","","r1-i6-p15-space-a","r1-i6-p15","r1-i6","r1"
"border__frame","","r1-i6-p15-space-b","r1-i6-p15","r1-i6","r1"
"border__frame","","r1-i6-p15-space-c","r1-i6-p15","r1-i6","r1"
"border__frame","","r1-i6-p15-space-e","r1-i6-p15","r1-i6","r1"
"border__frame","","r1-i6-p15-space-g","r1-i6-p15","r1-i6","r1"
"border__frame","","r1-i6-p15-space-h","r1-i6-p15","r1-i6","r1"
"border__frame","","r1-i6-p2-space-12","r1-i6-p2","r1-i6","r1"
"border__frame","","r1-i6-p4-space-c","r1-i6-p4","r1-i6","r1"
"border__frame","","r1-i6-p4-space-i","r1-i6-p4","r1-i6","r1"
"border__frame","","r1-i6-p4-space-p","r1-i6-p4","r1-i6","r1"
"border__frame","","r1-i6-p7-space-a","r1-i6-p7","r1-i6","r1"
"border__frame","","r1-i6-p7-space-e","r1-i6-p7","r1-i6","r1"
"border__frame","","r1-i6-p7-space-g","r1-i6-p7","r1-i6","r1"
"border__frame","","r1-i7-p1-space-16","r1-i7-p1","r1-i7","r1"
"border__frame","","r1-i7-p1-space-18","r1-i7-p1","r1-i7","r1"
"border__frame","","r1-i7-p1-space-3","r1-i7-p1","r1-i7","r1"
"border__frame","","r1-i7-p1-space-7","r1-i7-p1","r1-i7","r1"
"border__frame","","r1-i7-p1-space-8","r1-i7-p1","r1-i7","r1"
"border__frame","","r1-i7-p10-space-1","r1-i7-p10","r1-i7","r1"
"border__frame","","r1-i7-p10-space-11","r1-i7-p10","r1-i7","r1"
"border__frame","","r1-i7-p10-space-12","r1-i7-p10","r1-i7","r1"
"border__frame","","r1-i7-p10-space-15","r1-i7-p10","r1-i7","r1"
"border__frame","","r1-i7-p10-space-4","r1-i7-p10","r1-i7","r1"
"border__frame","","r1-i7-p10-space-5","r1-i7-p10","r1-i7","r1"
"border__frame","","r1-i7-p10-space-9","r1-i7-p10","r1-i7","r1"
"border__frame","","r1-i7-p10-space-aprime","r1-i7-p10","r1-i7","r1"
"border__frame","","r1-i7-p18-space-a","r1-i7-p18","r1-i7","r1"
"border__frame","","r1-i7-p19-space-b","r1-i7-p19","r1-i7","r1"
"border__frame","","r1-i7-p2-space-b","r1-i7-p2","r1-i7","r1"
"border__frame","","r1-i7-p2-space-l","r1-i7-p2","r1-i7","r1"
"border__frame","","r1-i7-p5-space-a","r1-i7-p5","r1-i7","r1"
"border__frame","","r1-i7-p5-space-d","r1-i7-p5","r1-i7","r1"
"border__frame","","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"border__frame","","r1-i8-p17-space-14","r1-i8-p17","r1-i8","r1"
"border__frame","","r1-i8-p17-space-18","r1-i8-p17","r1-i8","r1"
"border__frame","","r1-i8-p17-space-2","r1-i8-p17","r1-i8","r1"
"border__frame","","r1-i8-p17-space-4","r1-i8-p17","r1-i8","r1"
"border__frame","","r1-i8-p17-space-9","r1-i8-p17","r1-i8","r1"
