"id","arcgis-id","description","type","label","identifier","image-url","p-in-p-url","pleiades-url","plod-english-title","plod-italian-title","spatially-within","surface-area","wiki-en-url","wiki-it-url","wikidata-url","url"
"r7-i12-p22","","","property","","","","","","","","r7-i12","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p22"
"r7-i12-p23","BLD_000779","Workshops","property","Property VII.12.23","r7-i12-p23","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2023.htm","","","","r7-i12","244.9257","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p23"
"r7-i12-p25","","","property","","","","","","","","r7-i12","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p25"
"r7-i12-p26","BLD_000780","Private Dwellings; Shops; Workshops","property","Property VII.12.26","r7-i12-p26","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2026.htm","","Casa di Elena e Paride","","r7-i12","435.2233","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p26"
"r7-i12-p27","","","property","","","","","","","","r7-i12","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p27"
"r7-i12-p28","BLD_000781","Private Dwellings","property","Property VII.12.28","r7-i12-p28","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2028.htm","","Casa del balcone","","r7-i12","272.9409","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p28"
"r7-i12-p29","BLD_000782","Temples","property","Property VII.12.29","r7-i12-p29","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2029.htm","","","","r7-i12","6.699349","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p29"
"r7-i12-p3","BLD_000783","Private Dwellings","property","Property VII.12.3","r7-i12-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2003.htm","","Domus of L. Caecilius Capella","","r7-i12","383.0782","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p3"
"r7-i12-p30","BLD_000784","Workshops","property","Property VII.12.30","r7-i12-p30","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2030.htm","","","","r7-i12","111.6783","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p30"
"r7-i12-p31","","","property","","","","","","","","r7-i12","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p31"
"r7-i12-p32","","","property","","","","","","","","r7-i12","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p32"
"r7-i12-p33","BLD_000785","Shops","property","Property VII.12.33","r7-i12-p33","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2033.htm","","","","r7-i12","7.76457","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p33"
"r7-i12-p34","BLD_000786","Entertainment Buildings","property","Property VII.12.34","r7-i12-p34","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2034.htm","","","","r7-i12","44.96733","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p34"
"r7-i12-p35","BLD_000787","Entertainment Buildings","property","Property VII.12.35","r7-i12-p35","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2035.htm","","","","r7-i12","214.8008","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p35"
"r7-i12-p36","","","property","","","","","","","","r7-i12","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p36"
"r7-i12-p4","BLD_000788","Shops","property","Property VII.12.4","r7-i12-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2004.htm","","","","r7-i12","33.90492","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p4"
"r7-i12-p5","","","property","","","","","","","","r7-i12","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p5"
"r7-i12-p6","BLD_000789","Shops","property","Property VII.12.6","r7-i12-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2006.htm","","","","r7-i12","48.14312","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p6"
"r7-i12-p7","BLD_000790","Shops; Workshops","property","Property VII.12.7","r7-i12-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2007.htm","","","","r7-i12","208.1608","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p7"
"r7-i12-p8","BLD_000791","Shops","property","Property VII.12.8","r7-i12-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2012%2008.htm","","","","r7-i12","50.63674","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p8"
"r7-i12-p9","","","property","","","","","","","","r7-i12","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i12-p9"
"r7-i13-p1","BLD_000792","Shops","property","Property VII.13.1","r7-i13-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2001.htm","","Strada dell'Abbondanza no. 55","","r7-i13","67.13293","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p1"
"r7-i13-p10","BLD_000793","Shops","property","Property VII.13.10","r7-i13-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2010.htm","","","","r7-i13","39.77995","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p10"
"r7-i13-p11","","","property","","","","","","","","r7-i13","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p11"
"r7-i13-p13","BLD_000794","Private Dwellings","property","Property VII.13.13","r7-i13-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2013.htm","","","","r7-i13","28.80238","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p13"
"r7-i13-p14","BLD_000795","Private Dwellings","property","Property VII.13.14","r7-i13-p14","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2014.htm","","","","r7-i13","30.58872","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p14"
"r7-i13-p15","BLD_000796","Entertainment Buildings","property","Property VII.13.15","r7-i13-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2015.htm","","","","r7-i13","6.419831","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p15"
"r7-i13-p16","BLD_000797","Entertainment Buildings","property","Property VII.13.16","r7-i13-p16","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2016.htm","","","","r7-i13","7.594533","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p16"
"r7-i13-p19","BLD_000798","Entertainment Buildings","property","Property VII.13.19","r7-i13-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2019.htm","","","","r7-i13","4.531707","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p19"
"r7-i13-p2","BLD_000799","Shops","property","Property VII.13.2","r7-i13-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2002.htm","","","","r7-i13","12.69419","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p2"
"r7-i13-p20","BLD_000800","Entertainment Buildings","property","Property VII.13.20","r7-i13-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2020.htm","","","","r7-i13","89.16863","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p20"
"r7-i13-p22","BLD_000801","Shops","property","Property VII.13.22","r7-i13-p22","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2022.htm","","","","r7-i13","22.70296","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p22"
"r7-i13-p23","BLD_000802","Shops","property","Property VII.13.23","r7-i13-p23","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2023.htm","","","","r7-i13","33.96606","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p23"
"r7-i13-p24","BLD_000803","Entertainment Buildings","property","Property VII.13.24","r7-i13-p24","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2024.htm","","Taberna of M. Epidius Sabinus","","r7-i13","39.89605","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p24"
"r7-i13-p3","","","property","","","","","","","","r7-i13","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p3"
"r7-i13-p4","BLD_000804","Private Dwellings; Shops","property","Property VII.13.4","r7-i13-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2004.htm","","Haus des Konigs von Preussen","","r7-i13","523.8789","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p4"
"r7-i13-p5","BLD_000805","Shops","property","Property VII.13.5","r7-i13-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2005.htm","","","","r7-i13","28.48506","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p5"
"r7-i13-p6","BLD_000806","Shops","property","Property VII.13.6","r7-i13-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2006.htm","","","","r7-i13","22.13405","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p6"
"r7-i13-p7","BLD_000807","Shops","property","Property VII.13.7","r7-i13-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2007.htm","","","","r7-i13","79.51618","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p7"
"r7-i13-p8","BLD_000808","Private Dwellings","property","Property VII.13.8","r7-i13-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2008%20p1.htm","","","","r7-i13","410.6557","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p8"
"r7-i13-p9","BLD_000809","Shops","property","Property VII.13.9","r7-i13-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2013%2009.htm","","Taberna of Anius Modestus","","r7-i13","76.89264","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i13-p9"
"r7-i14-p1","BLD_000810","Shops","property","Property VII.14.1","r7-i14-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2001.htm","","","","r7-i14","37.93385","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p1"
"r7-i14-p10","BLD_000811","Shops","property","Property VII.14.10","r7-i14-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2010.htm","","","","r7-i14","24.83134","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p10"
"r7-i14-p11","BLD_000812","Shops","property","Property VII.14.11","r7-i14-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2011.htm","","","","r7-i14","20.57252","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p11"
"r7-i14-p12","BLD_000813","Shops","property","Property VII.14.12","r7-i14-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2012.htm","","","","r7-i14","51.7608","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p12"
"r7-i14-p13","BLD_000814","Shops","property","Property VII.14.13","r7-i14-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2013.htm","","","","r7-i14","33.5244","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p13"
"r7-i14-p14","","","property","","","","","","","","r7-i14","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p14"
"r7-i14-p15","BLD_000815","Workshops","property","Property VII.14.15","r7-i14-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2015.htm","","","","r7-i14","358.6693","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p15"
"r7-i14-p19","BLD_000816","Workshops","property","Property VII.14.19","r7-i14-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2019.htm","","","","r7-i14","33.63646","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p19"
"r7-i14-p2","BLD_000817","Shops","property","Property VII.14.2","r7-i14-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2002.htm","","","","r7-i14","44.23298","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p2"
"r7-i14-p3","BLD_000818","Shops","property","Property VII.14.3","r7-i14-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2003.htm","","","","r7-i14","52.56665","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p3"
"r7-i14-p4","BLD_000819","Private Dwellings","property","Property VII.14.4","r7-i14-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2004.htm","","","","r7-i14","16.61282","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p4"
"r7-i14-p5","BLD_000820","Workshops","property","Property VII.14.5","r7-i14-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2005.htm","","Casa di Adelaide d'Inghilterra","","r7-i14","666.453","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p5"
"r7-i14-p6","BLD_000821","Workshops","property","Property VII.14.6","r7-i14-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2006.htm","","Strada dell'Abbondanza no. 39","","r7-i14","67.91329","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p6"
"r7-i14-p8","BLD_000822","Shops","property","Property VII.14.8","r7-i14-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2008.htm","","","","r7-i14","41.72044","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p8"
"r7-i14-p9","BLD_000823","Private Dwellings","property","Property VII.14.9","r7-i14-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2014%2009.htm","","Domus of V. Popidius","","r7-i14","586.8545","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i14-p9"
"r7-i15-p10","BLD_000824","Entertainment Buildings","property","Property VII.15.10","r7-i15-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2010.htm","","","","r7-i15","21.84951","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p10"
"r7-i15-p11","BLD_000825","Private Dwellings","property","Property VII.15.11","r7-i15-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2011.htm","","","","r7-i15","167.548","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p11"
"r7-i15-p12","BLD_000826","Private Dwellings; Shops","property","Property VII.15.12","r7-i15-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2012.htm","","Domus of A. Octavius Primus","","r7-i15","487.3058","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p12"
"r7-i15-p13","","","property","","","","","","","","r7-i15","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p13"
"r7-i15-p2","BLD_000827","Private Dwellings","property","Property VII.15.2","r7-i15-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2002.htm","","Casa del gallo","","r7-i15","1255.524","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p2"
"r7-i15-p3","BLD_000828","Private Dwellings; Entertainment Buildings","property","Property VII.15.3","r7-i15-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2003.htm","","","","r7-i15","482.1411","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p3"
"r7-i15-p4","","","property","","","","","","","","r7-i15","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p4"
"r7-i15-p5","","","property","","","","","","","","r7-i15","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p5"
"r7-i15-p6","BLD_000829","Shops","property","Property VII.15.6","r7-i15-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2006.htm","","","","r7-i15","50.3528","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p6"
"r7-i15-p7","BLD_000830","Private Dwellings","property","Property VII.15.7","r7-i15-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2007.htm","","","","r7-i15","126.087","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p7"
"r7-i15-p8","BLD_000831","Private Dwellings","property","Property VII.15.8","r7-i15-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2008.htm","","Domus of Heracla et Aegle","","r7-i15","206.2129","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p8"
"r7-i15-p9","BLD_000832","Private Dwellings","property","Property VII.15.9","r7-i15-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2015%2009.htm","","","","r7-i15","114.6306","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i15-p9"
"r7-i16-p1","BLD_000833","Private Dwellings","property","Property VII.16.1","r7-i16-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2001.htm","","","","r7-i16","700.0313","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p1"
"r7-i16-p10","BLD_000834","Private Dwellings; Shops; Workshops","property","Property VII.16.10","r7-i16-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2010.htm","","Scavo del Principe di Montenegro","","r7-i16","369.2359","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p10"
"r7-i16-p11","","","property","","","","","","","","r7-i16","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p11"
"r7-i16-p13","BLD_000835","Private Dwellings","property","Property VII.16.13","r7-i16-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2013.htm","","Domus of Maras Spurnius","","r7-i16","1328.419","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p13"
"r7-i16-p15","","","property","","","","","","","","r7-i16","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p15"
"r7-i16-p17","","","property","","","","","","","","r7-i16","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p17"
"r7-i16-p18","","","property","","","","","","","","r7-i16","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p18"
"r7-i16-p19","BLD_000836","Workshops","property","Property VII.16.19","r7-i16-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2019.htm","","","","r7-i16","18.08286","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p19"
"r7-i16-p2","BLD_000837","Shops","property","Property VII.16.2","r7-i16-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2002.htm","","","","r7-i16","19.1745","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p2"
"r7-i16-p20","","","property","","","","","","","","r7-i16","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p20"
"r7-i16-p22","BLD_000838","Private Dwellings","property","Property VII.16.22","r7-i16-p22","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2022%20p1.htm","","Domus of Fabius Rufus","","r7-i16","2615.014","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p22"
"r7-i16-p3","","","property","","","","","","","","r7-i16","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p3"
"r7-i16-p4","","","property","","","","","","","","r7-i16","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p4"
"r7-i16-p5","","","property","","","","","","","","r7-i16","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p5"
"r7-i16-p6","BLD_000839","Workshops","property","Property VII.16.6","r7-i16-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2006.htm","","","","r7-i16","60.08185","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p6"
"r7-i16-p7","BLD_000840","Entertainment Buildings","property","Property VII.16.7","r7-i16-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2007.htm","","","","r7-i16","43.95469","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p7"
"r7-i16-p9","BLD_000841","Entertainment Buildings","property","Property VII.16.9","r7-i16-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%2009.htm","","","","r7-i16","51.33093","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-p9"
"r7-i16-pa","BLD_000842","Public Buildings","property","Property VII.16.a","r7-i16-pa","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2016%20a%20plan.htm","","","","r7-i16","1846.658","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i16-pa"
"r7-i2-p1","BLD_000843","Shops","property","Property VII.2.1","r7-i2-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2001.htm","","Strada Stabiana no. 41","","r7-i2","24.76555","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p1"
"r7-i2-p10","BLD_000844","Shops","property","Property VII.2.10","r7-i2-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2010.htm","","","","r7-i2","20.49665","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p10"
"r7-i2-p11","BLD_000845","Workshops","property","Property VII.2.11","r7-i2-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2011.htm","","Fullonica piccola","","r7-i2","438.9247","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p11"
"r7-i2-p12","BLD_000846","Shops","property","Property VII.2.12","r7-i2-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2012.htm","","","","r7-i2","24.04587","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p12"
"r7-i2-p13","BLD_000847","Shops","property","Property VII.2.13","r7-i2-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2013.htm","","","","r7-i2","13.16391","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p13"
"r7-i2-p14","BLD_000848","Private Dwellings","property","Property VII.2.14","r7-i2-p14","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2014.htm","","Domus of Optatio","","r7-i2","298.0462","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p14"
"r7-i2-p15","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p15"
"r7-i2-p16","BLD_000849","Private Dwellings","property","Property VII.2.16","r7-i2-p16","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2016.htm","","House of the Seven Skeletons","","r7-i2","706.6267","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p16"
"r7-i2-p17","BLD_000850","Shops","property","Property VII.2.17","r7-i2-p17","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2017.htm","","","","r7-i2","9.88221","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p17"
"r7-i2-p18","BLD_000851","Private Dwellings; Shops","property","Property VII.2.18","r7-i2-p18","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2018.htm","","Domus of Vibia Tertulla","","r7-i2","787.1919","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p18"
"r7-i2-p19","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p19"
"r7-i2-p2","BLD_000852","Shops","property","Property VII.2.2","r7-i2-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2002.htm","","","","r7-i2","25.24826","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p2"
"r7-i2-p20","BLD_000853","Private Dwellings; Shops; Workshops","property","Property VII.2.20","r7-i2-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2020.htm","","Domus of Corelia Celsa, M. Fabius Lalus et L. Ninnius Optatus","","r7-i2","1384.288","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p20"
"r7-i2-p21","BLD_000854","Private Dwellings","property","Property VII.2.21","r7-i2-p21","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2021.htm","","","","r7-i2","6.035828","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p21"
"r7-i2-p22","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p22"
"r7-i2-p23","BLD_000855","Private Dwellings","property","Property VII.2.23","r7-i2-p23","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2023.htm","","Casa degli Amorini puniti","","r7-i2","214.4173","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p23"
"r7-i2-p24","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p24"
"r7-i2-p25","BLD_000856","Private Dwellings; Shops","property","Property VII.2.25","r7-i2-p25","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2025.htm","","Casa della nuova caccia","","r7-i2","226.1852","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p25"
"r7-i2-p26","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p26"
"r7-i2-p27","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p27"
"r7-i2-p28","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p28"
"r7-i2-p29","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p29"
"r7-i2-p3","BLD_000857","Workshops","property","Property VII.2.3","r7-i2-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2003.htm","","Panetteria di Proculo","","r7-i2","590.4431","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p3"
"r7-i2-p30","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p30"
"r7-i2-p31","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p31"
"r7-i2-p33","BLD_000858","Entertainment Buildings","property","Property VII.2.33","r7-i2-p33","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2033.htm","","Taberna of Aprasius Felix","","r7-i2","38.58264","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p33"
"r7-i2-p34","BLD_000859","Shops","property","Property VII.2.34","r7-i2-p34","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2034.htm","","","","r7-i2","28.72425","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p34"
"r7-i2-p35","BLD_000860","Private Dwellings; Workshops","property","Property VII.2.35","r7-i2-p35","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2035.htm","","Casa delle quadrighe","","r7-i2","327.7887","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p35"
"r7-i2-p36","BLD_000861","Shops","property","Property VII.2.36","r7-i2-p36","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2036.htm","","","","r7-i2","27.0957","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p36"
"r7-i2-p37","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p37"
"r7-i2-p38","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p38"
"r7-i2-p39","","","property","","","","","","","","r7-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p39"
"r7-i2-p4","BLD_000862","Shops","property","Property VII.2.4","r7-i2-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2004.htm","","","","r7-i2","26.39777","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p4"
"r7-i2-p40","BLD_000863","Shops","property","Property VII.2.40","r7-i2-p40","","http://pompeiiinpictures.com/pompeiiinpictures/R7/7%2002%2040.htm","","","","r7-i2","30.12979","","","","http://p-lod.org/urn/urn:p-lod:id:r7-i2-p40"
